client_profit_center_id;fiscal_year;month;amount;version;user_id;created_at;updated_at;deleted_at
178;2024;1;64;1;11;01.07.2025;NULL;NULL
178;2024;2;709;1;11;01.07.2025;NULL;NULL
178;2024;3;514;1;11;01.07.2025;NULL;NULL
178;2024;4;779;1;11;01.07.2025;NULL;NULL
178;2024;5;655;1;11;01.07.2025;NULL;NULL
178;2024;6;600;1;11;01.07.2025;NULL;NULL
178;2024;7;600;1;11;01.07.2025;NULL;NULL
178;2024;8;400;1;11;01.07.2025;NULL;NULL
178;2024;9;795;1;11;01.07.2025;NULL;NULL
178;2024;10;795;1;11;01.07.2025;NULL;NULL
178;2024;11;500;1;11;01.07.2025;NULL;NULL
178;2024;12;224;1;11;01.07.2025;NULL;NULL
178;2025;1;300;1;11;01.07.2025;NULL;NULL
178;2025;2;300;1;11;01.07.2025;NULL;NULL
178;2025;3;500;1;11;01.07.2025;NULL;NULL
178;2025;4;630;1;11;01.07.2025;NULL;NULL
178;2025;5;650;1;11;01.07.2025;NULL;NULL
178;2025;6;650;1;11;01.07.2025;NULL;NULL
178;2025;7;650;1;11;01.07.2025;NULL;NULL
178;2025;8;600;1;11;01.07.2025;NULL;NULL
178;2025;9;700;1;11;01.07.2025;NULL;NULL
178;2025;10;700;1;11;01.07.2025;NULL;NULL
178;2025;11;700;1;11;01.07.2025;NULL;NULL
178;2025;12;300;1;11;01.07.2025;NULL;NULL
178;2026;1;0;1;11;01.07.2025;NULL;NULL
178;2026;2;0;1;11;01.07.2025;NULL;NULL
178;2026;3;0;1;11;01.07.2025;NULL;NULL
148;2024;1;344;1;5;01.07.2025;NULL;NULL
148;2024;2;767;1;5;01.07.2025;NULL;NULL
148;2024;3;514;1;5;01.07.2025;NULL;NULL
148;2024;4;687;1;5;01.07.2025;NULL;NULL
148;2024;5;663;1;5;01.07.2025;NULL;NULL
148;2024;6;800;1;5;01.07.2025;NULL;NULL
148;2024;7;800;1;5;01.07.2025;NULL;NULL
148;2024;8;800;1;5;01.07.2025;NULL;NULL
148;2024;9;300;1;5;01.07.2025;NULL;NULL
148;2024;10;300;1;5;01.07.2025;NULL;NULL
148;2024;11;200;1;5;01.07.2025;NULL;NULL
148;2024;12;200;1;5;01.07.2025;NULL;NULL
148;2025;1;90;1;5;01.07.2025;NULL;NULL
148;2025;2;90;1;5;01.07.2025;NULL;NULL
148;2025;3;90;1;5;01.07.2025;NULL;NULL
148;2025;4;0;1;5;01.07.2025;NULL;NULL
148;2025;5;0;1;5;01.07.2025;NULL;NULL
148;2025;6;0;1;5;01.07.2025;NULL;NULL
148;2025;7;0;1;5;01.07.2025;NULL;NULL
148;2025;8;0;1;5;01.07.2025;NULL;NULL
148;2025;9;0;1;5;01.07.2025;NULL;NULL
148;2025;10;0;1;5;01.07.2025;NULL;NULL
148;2025;11;0;1;5;01.07.2025;NULL;NULL
148;2025;12;0;1;5;01.07.2025;NULL;NULL
148;2026;1;0;1;5;01.07.2025;NULL;NULL
148;2026;2;0;1;5;01.07.2025;NULL;NULL
148;2026;3;0;1;5;01.07.2025;NULL;NULL
70;2024;1;391;1;7;01.07.2025;NULL;NULL
70;2024;2;432;1;7;01.07.2025;NULL;NULL
70;2024;3;323;1;7;01.07.2025;NULL;NULL
70;2024;4;564;1;7;01.07.2025;NULL;NULL
70;2024;5;626;1;7;01.07.2025;NULL;NULL
70;2024;6;300;1;7;01.07.2025;NULL;NULL
70;2024;7;300;1;7;01.07.2025;NULL;NULL
70;2024;8;300;1;7;01.07.2025;NULL;NULL
70;2024;9;150;1;7;01.07.2025;NULL;NULL
70;2024;10;150;1;7;01.07.2025;NULL;NULL
70;2024;11;200;1;7;01.07.2025;NULL;NULL
70;2024;12;150;1;7;01.07.2025;NULL;NULL
70;2025;1;200;1;7;01.07.2025;NULL;NULL
70;2025;2;300;1;7;01.07.2025;NULL;NULL
70;2025;3;300;1;7;01.07.2025;NULL;NULL
70;2025;4;300;1;7;01.07.2025;NULL;NULL
70;2025;5;300;1;7;01.07.2025;NULL;NULL
70;2025;6;300;1;7;01.07.2025;NULL;NULL
70;2025;7;350;1;7;01.07.2025;NULL;NULL
70;2025;8;350;1;7;01.07.2025;NULL;NULL
70;2025;9;350;1;7;01.07.2025;NULL;NULL
70;2025;10;350;1;7;01.07.2025;NULL;NULL
70;2025;11;350;1;7;01.07.2025;NULL;NULL
70;2025;12;180;1;7;01.07.2025;NULL;NULL
70;2026;1;0;1;7;01.07.2025;NULL;NULL
70;2026;2;0;1;7;01.07.2025;NULL;NULL
70;2026;3;0;1;7;01.07.2025;NULL;NULL
14;2024;1;294;1;5;01.07.2025;NULL;NULL
14;2024;2;227;1;5;01.07.2025;NULL;NULL
14;2024;3;623;1;5;01.07.2025;NULL;NULL
14;2024;4;427;1;5;01.07.2025;NULL;NULL
14;2024;5;686;1;5;01.07.2025;NULL;NULL
14;2024;6;500;1;5;01.07.2025;NULL;NULL
14;2024;7;500;1;5;01.07.2025;NULL;NULL
14;2024;8;500;1;5;01.07.2025;NULL;NULL
14;2024;9;653;1;5;01.07.2025;NULL;NULL
14;2024;10;600;1;5;01.07.2025;NULL;NULL
14;2024;11;500;1;5;01.07.2025;NULL;NULL
14;2024;12;184;1;5;01.07.2025;NULL;NULL
14;2025;1;250;1;5;01.07.2025;NULL;NULL
14;2025;2;450;1;5;01.07.2025;NULL;NULL
14;2025;3;550;1;5;01.07.2025;NULL;NULL
14;2025;4;800;1;5;01.07.2025;NULL;NULL
14;2025;5;800;1;5;01.07.2025;NULL;NULL
14;2025;6;500;1;5;01.07.2025;NULL;NULL
14;2025;7;800;1;5;01.07.2025;NULL;NULL
14;2025;8;800;1;5;01.07.2025;NULL;NULL
14;2025;9;1150;1;5;01.07.2025;NULL;NULL
14;2025;10;1100;1;5;01.07.2025;NULL;NULL
14;2025;11;1050;1;5;01.07.2025;NULL;NULL
14;2025;12;500;1;5;01.07.2025;NULL;NULL
14;2026;1;0;1;5;01.07.2025;NULL;NULL
14;2026;2;0;1;5;01.07.2025;NULL;NULL
14;2026;3;0;1;5;01.07.2025;NULL;NULL
95;2024;1;167;1;12;01.07.2025;NULL;NULL
95;2024;2;169;1;12;01.07.2025;NULL;NULL
95;2024;3;243;1;12;01.07.2025;NULL;NULL
95;2024;4;276;1;12;01.07.2025;NULL;NULL
95;2024;5;94;1;12;01.07.2025;NULL;NULL
95;2024;6;700;1;12;01.07.2025;NULL;NULL
95;2024;7;700;1;12;01.07.2025;NULL;NULL
95;2024;8;700;1;12;01.07.2025;NULL;NULL
95;2024;9;445;1;12;01.07.2025;NULL;NULL
95;2024;10;400;1;12;01.07.2025;NULL;NULL
95;2024;11;300;1;12;01.07.2025;NULL;NULL
95;2024;12;50;1;12;01.07.2025;NULL;NULL
95;2025;1;150;1;12;01.07.2025;NULL;NULL
95;2025;2;650;1;12;01.07.2025;NULL;NULL
95;2025;3;650;1;12;01.07.2025;NULL;NULL
95;2025;4;500;1;12;01.07.2025;NULL;NULL
95;2025;5;500;1;12;01.07.2025;NULL;NULL
95;2025;6;600;1;12;01.07.2025;NULL;NULL
95;2025;7;300;1;12;01.07.2025;NULL;NULL
95;2025;8;300;1;12;01.07.2025;NULL;NULL
95;2025;9;700;1;12;01.07.2025;NULL;NULL
95;2025;10;800;1;12;01.07.2025;NULL;NULL
95;2025;11;600;1;12;01.07.2025;NULL;NULL
95;2025;12;150;1;12;01.07.2025;NULL;NULL
95;2026;1;0;1;12;01.07.2025;NULL;NULL
95;2026;2;0;1;12;01.07.2025;NULL;NULL
95;2026;3;0;1;12;01.07.2025;NULL;NULL
118;2024;1;76;1;11;01.07.2025;NULL;NULL
118;2024;2;124;1;11;01.07.2025;NULL;NULL
118;2024;3;271;1;11;01.07.2025;NULL;NULL
118;2024;4;328;1;11;01.07.2025;NULL;NULL
118;2024;5;125;1;11;01.07.2025;NULL;NULL
118;2024;6;250;1;11;01.07.2025;NULL;NULL
118;2024;7;250;1;11;01.07.2025;NULL;NULL
118;2024;8;200;1;11;01.07.2025;NULL;NULL
118;2024;9;433;1;11;01.07.2025;NULL;NULL
118;2024;10;433;1;11;01.07.2025;NULL;NULL
118;2024;11;379;1;11;01.07.2025;NULL;NULL
118;2024;12;122;1;11;01.07.2025;NULL;NULL
118;2025;1;100;1;11;01.07.2025;NULL;NULL
118;2025;2;150;1;11;01.07.2025;NULL;NULL
118;2025;3;250;1;11;01.07.2025;NULL;NULL
118;2025;4;300;1;11;01.07.2025;NULL;NULL
118;2025;5;300;1;11;01.07.2025;NULL;NULL
118;2025;6;300;1;11;01.07.2025;NULL;NULL
118;2025;7;300;1;11;01.07.2025;NULL;NULL
118;2025;8;270;1;11;01.07.2025;NULL;NULL
118;2025;9;330;1;11;01.07.2025;NULL;NULL
118;2025;10;300;1;11;01.07.2025;NULL;NULL
118;2025;11;300;1;11;01.07.2025;NULL;NULL
118;2025;12;130;1;11;01.07.2025;NULL;NULL
118;2026;1;0;1;11;01.07.2025;NULL;NULL
118;2026;2;0;1;11;01.07.2025;NULL;NULL
118;2026;3;0;1;11;01.07.2025;NULL;NULL
93;2024;1;0;1;5;01.07.2025;NULL;NULL
93;2024;2;174;1;5;01.07.2025;NULL;NULL
93;2024;3;133;1;5;01.07.2025;NULL;NULL
93;2024;4;0;1;5;01.07.2025;NULL;NULL
93;2024;5;0;1;5;01.07.2025;NULL;NULL
93;2024;6;400;1;5;01.07.2025;NULL;NULL
93;2024;7;400;1;5;01.07.2025;NULL;NULL
93;2024;8;400;1;5;01.07.2025;NULL;NULL
93;2024;9;500;1;5;01.07.2025;NULL;NULL
93;2024;10;400;1;5;01.07.2025;NULL;NULL
93;2024;11;350;1;5;01.07.2025;NULL;NULL
93;2024;12;121;1;5;01.07.2025;NULL;NULL
93;2025;1;200;1;5;01.07.2025;NULL;NULL
93;2025;2;300;1;5;01.07.2025;NULL;NULL
93;2025;3;350;1;5;01.07.2025;NULL;NULL
93;2025;4;200;1;5;01.07.2025;NULL;NULL
93;2025;5;200;1;5;01.07.2025;NULL;NULL
93;2025;6;250;1;5;01.07.2025;NULL;NULL
93;2025;7;250;1;5;01.07.2025;NULL;NULL
93;2025;8;200;1;5;01.07.2025;NULL;NULL
93;2025;9;300;1;5;01.07.2025;NULL;NULL
93;2025;10;300;1;5;01.07.2025;NULL;NULL
93;2025;11;250;1;5;01.07.2025;NULL;NULL
93;2025;12;120;1;5;01.07.2025;NULL;NULL
93;2026;1;0;1;5;01.07.2025;NULL;NULL
93;2026;2;0;1;5;01.07.2025;NULL;NULL
93;2026;3;0;1;5;01.07.2025;NULL;NULL
63;2024;1;334;1;5;01.07.2025;NULL;NULL
63;2024;2;502;1;5;01.07.2025;NULL;NULL
63;2024;3;357;1;5;01.07.2025;NULL;NULL
63;2024;4;305;1;5;01.07.2025;NULL;NULL
63;2024;5;212;1;5;01.07.2025;NULL;NULL
63;2024;6;250;1;5;01.07.2025;NULL;NULL
63;2024;7;250;1;5;01.07.2025;NULL;NULL
63;2024;8;250;1;5;01.07.2025;NULL;NULL
63;2024;9;326;1;5;01.07.2025;NULL;NULL
63;2024;10;400;1;5;01.07.2025;NULL;NULL
63;2024;11;350;1;5;01.07.2025;NULL;NULL
63;2024;12;92;1;5;01.07.2025;NULL;NULL
63;2025;1;150;1;5;01.07.2025;NULL;NULL
63;2025;2;250;1;5;01.07.2025;NULL;NULL
63;2025;3;270;1;5;01.07.2025;NULL;NULL
63;2025;4;450;1;5;01.07.2025;NULL;NULL
63;2025;5;400;1;5;01.07.2025;NULL;NULL
63;2025;6;500;1;5;01.07.2025;NULL;NULL
63;2025;7;450;1;5;01.07.2025;NULL;NULL
63;2025;8;400;1;5;01.07.2025;NULL;NULL
63;2025;9;450;1;5;01.07.2025;NULL;NULL
63;2025;10;450;1;5;01.07.2025;NULL;NULL
63;2025;11;450;1;5;01.07.2025;NULL;NULL
63;2025;12;200;1;5;01.07.2025;NULL;NULL
63;2026;1;0;1;5;01.07.2025;NULL;NULL
63;2026;2;0;1;5;01.07.2025;NULL;NULL
63;2026;3;0;1;5;01.07.2025;NULL;NULL
45;2024;1;127;1;13;01.07.2025;NULL;NULL
45;2024;2;320;1;13;01.07.2025;NULL;NULL
45;2024;3;96;1;13;01.07.2025;NULL;NULL
45;2024;4;315;1;13;01.07.2025;NULL;NULL
45;2024;5;248;1;13;01.07.2025;NULL;NULL
45;2024;6;200;1;13;01.07.2025;NULL;NULL
45;2024;7;200;1;13;01.07.2025;NULL;NULL
45;2024;8;180;1;13;01.07.2025;NULL;NULL
45;2024;9;350;1;13;01.07.2025;NULL;NULL
45;2024;10;350;1;13;01.07.2025;NULL;NULL
45;2024;11;300;1;13;01.07.2025;NULL;NULL
45;2024;12;91;1;13;01.07.2025;NULL;NULL
45;2025;1;150;1;13;01.07.2025;NULL;NULL
45;2025;2;500;1;13;01.07.2025;NULL;NULL
45;2025;3;250;1;13;01.07.2025;NULL;NULL
45;2025;4;350;1;13;01.07.2025;NULL;NULL
45;2025;5;300;1;13;01.07.2025;NULL;NULL
45;2025;6;200;1;13;01.07.2025;NULL;NULL
45;2025;7;200;1;13;01.07.2025;NULL;NULL
45;2025;8;250;1;13;01.07.2025;NULL;NULL
45;2025;9;400;1;13;01.07.2025;NULL;NULL
45;2025;10;300;1;13;01.07.2025;NULL;NULL
45;2025;11;200;1;13;01.07.2025;NULL;NULL
45;2025;12;200;1;13;01.07.2025;NULL;NULL
45;2026;1;0;1;13;01.07.2025;NULL;NULL
45;2026;2;0;1;13;01.07.2025;NULL;NULL
45;2026;3;0;1;13;01.07.2025;NULL;NULL
29;2024;1;85;1;5;01.07.2025;NULL;NULL
29;2024;2;128;1;5;01.07.2025;NULL;NULL
29;2024;3;136;1;5;01.07.2025;NULL;NULL
29;2024;4;65;1;5;01.07.2025;NULL;NULL
29;2024;5;0;1;5;01.07.2025;NULL;NULL
29;2024;6;168;1;5;01.07.2025;NULL;NULL
29;2024;7;168;1;5;01.07.2025;NULL;NULL
29;2024;8;138;1;5;01.07.2025;NULL;NULL
29;2024;9;245;1;5;01.07.2025;NULL;NULL
29;2024;10;100;1;5;01.07.2025;NULL;NULL
29;2024;11;50;1;5;01.07.2025;NULL;NULL
29;2024;12;0;1;5;01.07.2025;NULL;NULL
29;2025;1;0;1;5;01.07.2025;NULL;NULL
29;2025;2;0;1;5;01.07.2025;NULL;NULL
29;2025;3;0;1;5;01.07.2025;NULL;NULL
29;2025;4;0;1;5;01.07.2025;NULL;NULL
29;2025;5;0;1;5;01.07.2025;NULL;NULL
29;2025;6;0;1;5;01.07.2025;NULL;NULL
29;2025;7;0;1;5;01.07.2025;NULL;NULL
29;2025;8;0;1;5;01.07.2025;NULL;NULL
29;2025;9;0;1;5;01.07.2025;NULL;NULL
29;2025;10;0;1;5;01.07.2025;NULL;NULL
29;2025;11;0;1;5;01.07.2025;NULL;NULL
29;2025;12;0;1;5;01.07.2025;NULL;NULL
29;2026;1;0;1;5;01.07.2025;NULL;NULL
29;2026;2;0;1;5;01.07.2025;NULL;NULL
29;2026;3;0;1;5;01.07.2025;NULL;NULL
75;2024;1;0;1;13;01.07.2025;NULL;NULL
75;2024;2;110;1;13;01.07.2025;NULL;NULL
75;2024;3;69;1;13;01.07.2025;NULL;NULL
75;2024;4;22;1;13;01.07.2025;NULL;NULL
75;2024;5;45;1;13;01.07.2025;NULL;NULL
75;2024;6;50;1;13;01.07.2025;NULL;NULL
75;2024;7;50;1;13;01.07.2025;NULL;NULL
75;2024;8;50;1;13;01.07.2025;NULL;NULL
75;2024;9;40;1;13;01.07.2025;NULL;NULL
75;2024;10;40;1;13;01.07.2025;NULL;NULL
75;2024;11;30;1;13;01.07.2025;NULL;NULL
75;2024;12;0;1;13;01.07.2025;NULL;NULL
75;2025;1;25;1;13;01.07.2025;NULL;NULL
75;2025;2;50;1;13;01.07.2025;NULL;NULL
75;2025;3;50;1;13;01.07.2025;NULL;NULL
75;2025;4;50;1;13;01.07.2025;NULL;NULL
75;2025;5;50;1;13;01.07.2025;NULL;NULL
75;2025;6;50;1;13;01.07.2025;NULL;NULL
75;2025;7;30;1;13;01.07.2025;NULL;NULL
75;2025;8;30;1;13;01.07.2025;NULL;NULL
75;2025;9;50;1;13;01.07.2025;NULL;NULL
75;2025;10;50;1;13;01.07.2025;NULL;NULL
75;2025;11;50;1;13;01.07.2025;NULL;NULL
75;2025;12;50;1;13;01.07.2025;NULL;NULL
75;2026;1;0;1;13;01.07.2025;NULL;NULL
75;2026;2;0;1;13;01.07.2025;NULL;NULL
75;2026;3;0;1;13;01.07.2025;NULL;NULL
8;2024;1;0;1;12;01.07.2025;NULL;NULL
8;2024;2;0;1;12;01.07.2025;NULL;NULL
8;2024;3;0;1;12;01.07.2025;NULL;NULL
8;2024;4;0;1;12;01.07.2025;NULL;NULL
8;2024;5;35;1;12;01.07.2025;NULL;NULL
8;2024;6;50;1;12;01.07.2025;NULL;NULL
8;2024;7;50;1;12;01.07.2025;NULL;NULL
8;2024;8;50;1;12;01.07.2025;NULL;NULL
8;2024;9;163;1;12;01.07.2025;NULL;NULL
8;2024;10;50;1;12;01.07.2025;NULL;NULL
8;2024;11;50;1;12;01.07.2025;NULL;NULL
8;2024;12;50;1;12;01.07.2025;NULL;NULL
8;2025;1;70;1;12;01.07.2025;NULL;NULL
8;2025;2;100;1;12;01.07.2025;NULL;NULL
8;2025;3;100;1;12;01.07.2025;NULL;NULL
8;2025;4;50;1;12;01.07.2025;NULL;NULL
8;2025;5;100;1;12;01.07.2025;NULL;NULL
8;2025;6;50;1;12;01.07.2025;NULL;NULL
8;2025;7;50;1;12;01.07.2025;NULL;NULL
8;2025;8;50;1;12;01.07.2025;NULL;NULL
8;2025;9;100;1;12;01.07.2025;NULL;NULL
8;2025;10;100;1;12;01.07.2025;NULL;NULL
8;2025;11;50;1;12;01.07.2025;NULL;NULL
8;2025;12;0;1;12;01.07.2025;NULL;NULL
8;2026;1;0;1;12;01.07.2025;NULL;NULL
8;2026;2;0;1;12;01.07.2025;NULL;NULL
8;2026;3;0;1;12;01.07.2025;NULL;NULL
156;2024;1;0;1;5;01.07.2025;NULL;NULL
156;2024;2;90;1;5;01.07.2025;NULL;NULL
156;2024;3;0;1;5;01.07.2025;NULL;NULL
156;2024;4;0;1;5;01.07.2025;NULL;NULL
156;2024;5;0;1;5;01.07.2025;NULL;NULL
156;2024;6;0;1;5;01.07.2025;NULL;NULL
156;2024;7;0;1;5;01.07.2025;NULL;NULL
156;2024;8;0;1;5;01.07.2025;NULL;NULL
156;2024;9;0;1;5;01.07.2025;NULL;NULL
156;2024;10;0;1;5;01.07.2025;NULL;NULL
156;2024;11;0;1;5;01.07.2025;NULL;NULL
156;2024;12;0;1;5;01.07.2025;NULL;NULL
156;2025;1;0;1;5;01.07.2025;NULL;NULL
156;2025;2;0;1;5;01.07.2025;NULL;NULL
156;2025;3;0;1;5;01.07.2025;NULL;NULL
156;2025;4;0;1;5;01.07.2025;NULL;NULL
156;2025;5;0;1;5;01.07.2025;NULL;NULL
156;2025;6;0;1;5;01.07.2025;NULL;NULL
156;2025;7;0;1;5;01.07.2025;NULL;NULL
156;2025;8;0;1;5;01.07.2025;NULL;NULL
156;2025;9;0;1;5;01.07.2025;NULL;NULL
156;2025;10;0;1;5;01.07.2025;NULL;NULL
156;2025;11;0;1;5;01.07.2025;NULL;NULL
156;2025;12;0;1;5;01.07.2025;NULL;NULL
156;2026;1;0;1;5;01.07.2025;NULL;NULL
156;2026;2;0;1;5;01.07.2025;NULL;NULL
156;2026;3;0;1;5;01.07.2025;NULL;NULL
113;2024;1;2;1;13;01.07.2025;NULL;NULL
113;2024;2;12;1;13;01.07.2025;NULL;NULL
113;2024;3;58;1;13;01.07.2025;NULL;NULL
113;2024;4;144;1;13;01.07.2025;NULL;NULL
113;2024;5;10;1;13;01.07.2025;NULL;NULL
113;2024;6;100;1;13;01.07.2025;NULL;NULL
113;2024;7;100;1;13;01.07.2025;NULL;NULL
113;2024;8;100;1;13;01.07.2025;NULL;NULL
113;2024;9;80;1;13;01.07.2025;NULL;NULL
113;2024;10;80;1;13;01.07.2025;NULL;NULL
113;2024;11;120;1;13;01.07.2025;NULL;NULL
113;2024;12;31;1;13;01.07.2025;NULL;NULL
113;2025;1;70;1;13;01.07.2025;NULL;NULL
113;2025;2;70;1;13;01.07.2025;NULL;NULL
113;2025;3;80;1;13;01.07.2025;NULL;NULL
113;2025;4;70;1;13;01.07.2025;NULL;NULL
113;2025;5;100;1;13;01.07.2025;NULL;NULL
113;2025;6;70;1;13;01.07.2025;NULL;NULL
113;2025;7;50;1;13;01.07.2025;NULL;NULL
113;2025;8;50;1;13;01.07.2025;NULL;NULL
113;2025;9;80;1;13;01.07.2025;NULL;NULL
113;2025;10;80;1;13;01.07.2025;NULL;NULL
113;2025;11;80;1;13;01.07.2025;NULL;NULL
113;2025;12;50;1;13;01.07.2025;NULL;NULL
113;2026;1;0;1;13;01.07.2025;NULL;NULL
113;2026;2;0;1;13;01.07.2025;NULL;NULL
113;2026;3;0;1;13;01.07.2025;NULL;NULL
69;2024;1;47;1;7;01.07.2025;NULL;NULL
69;2024;2;74;1;7;01.07.2025;NULL;NULL
69;2024;3;91;1;7;01.07.2025;NULL;NULL
69;2024;4;68;1;7;01.07.2025;NULL;NULL
69;2024;5;28;1;7;01.07.2025;NULL;NULL
69;2024;6;30;1;7;01.07.2025;NULL;NULL
69;2024;7;30;1;7;01.07.2025;NULL;NULL
69;2024;8;30;1;7;01.07.2025;NULL;NULL
